Gen_num,Gen_name,Bus_num,Bus,Tech,Tech_Num,Cap,MinCap,CandCap,SystCap,PlannedYr,RetYr,RetCap,CapCred,LeadTime,YearAvail,HR,FOM,VOM,PTC,ITC,Lifetime,Ramp,FOR,CO2,SO2,NO2,TransAdder,MTTF,MTTR
318,302_Li_Ion_Cand,302,Cabot,Li_Ion_Cand,22,0,0,50,500,0,0,0,0.7,0,2020,0,23691.59375,0,0,0.3,16,1,0,0,0,0,0,0,0
319,303_Li_Ion_Cand,303,Caesar,Li_Ion_Cand,22,0,0,50,500,0,0,0,0.7,0,2020,0,23691.59375,0,0,0.3,16,1,0,0,0,0,0,0,0
320,304_Li_Ion_Cand,304,Caine,Li_Ion_Cand,22,0,0,50,500,0,0,0,0.7,0,2020,0,23691.59375,0,0,0.3,16,1,0,0,0,0,0,0,0
321,305_Li_Ion_Cand,305,Calvin,Li_Ion_Cand,22,0,0,50,500,0,0,0,0.7,0,2020,0,23691.59375,0,0,0.3,16,1,0,0,0,0,0,0,0
322,306_Li_Ion_Cand,306,Camus,Li_Ion_Cand,22,0,0,50,500,0,0,0,0.7,0,2020,0,23691.59375,0,0,0.3,16,1,0,0,0,0,0,0,0
323,307_Li_Ion_Cand,307,Carew,Li_Ion_Cand,22,0,0,50,500,0,0,0,0.7,0,2020,0,23691.59375,0,0,0.3,16,1,0,0,0,0,0,0,0
324,308_Li_Ion_Cand,308,Carrel,Li_Ion_Cand,22,0,0,50,500,0,0,0,0.7,0,2020,0,23691.59375,0,0,0.3,16,1,0,0,0,0,0,0,0
325,309_Li_Ion_Cand,309,Carter,Li_Ion_Cand,22,0,0,50,500,0,0,0,0.7,0,2020,0,23691.59375,0,0,0.3,16,1,0,0,0,0,0,0,0
326,310_Li_Ion_Cand,310,Caruso,Li_Ion_Cand,22,0,0,50,500,0,0,0,0.7,0,2020,0,23691.59375,0,0,0.3,16,1,0,0,0,0,0,0,0
327,311_Li_Ion_Cand,311,Cary,Li_Ion_Cand,22,0,0,50,500,0,0,0,0.7,0,2020,0,23691.59375,0,0,0.3,16,1,0,0,0,0,0,0,0
328,312_Li_Ion_Cand,312,Caxton,Li_Ion_Cand,22,0,0,50,500,0,0,0,0.7,0,2020,0,23691.59375,0,0,0.3,16,1,0,0,0,0,0,0,0
329,313_Li_Ion_Cand,313,Cecil,Li_Ion_Cand,22,0,0,50,500,0,0,0,0.7,0,2020,0,23691.59375,0,0,0.3,16,1,0,0,0,0,0,0,0
330,314_Li_Ion_Cand,314,Chain,Li_Ion_Cand,22,0,0,50,500,0,0,0,0.7,0,2020,0,23691.59375,0,0,0.3,16,1,0,0,0,0,0,0,0
331,315_Li_Ion_Cand,315,Chase,Li_Ion_Cand,22,0,0,50,500,0,0,0,0.7,0,2020,0,23691.59375,0,0,0.3,16,1,0,0,0,0,0,0,0
332,316_Li_Ion_Cand,316,Chifa,Li_Ion_Cand,22,0,0,50,500,0,0,0,0.7,0,2020,0,23691.59375,0,0,0.3,16,1,0,0,0,0,0,0,0
333,317_Li_Ion_Cand,317,Chuhsi,Li_Ion_Cand,22,0,0,50,500,0,0,0,0.7,0,2020,0,23691.59375,0,0,0.3,16,1,0,0,0,0,0,0,0
334,318_Li_Ion_Cand,318,Clark,Li_Ion_Cand,22,0,0,50,500,0,0,0,0.7,0,2020,0,23691.59375,0,0,0.3,16,1,0,0,0,0,0,0,0
335,319_Li_Ion_Cand,319,Clay,Li_Ion_Cand,22,0,0,50,500,0,0,0,0.7,0,2020,0,23691.59375,0,0,0.3,16,1,0,0,0,0,0,0,0
336,320_Li_Ion_Cand,320,Clive,Li_Ion_Cand,22,0,0,50,500,0,0,0,0.7,0,2020,0,23691.59375,0,0,0.3,16,1,0,0,0,0,0,0,0
337,321_Li_Ion_Cand,321,Cobb,Li_Ion_Cand,22,0,0,50,500,0,0,0,0.7,0,2020,0,23691.59375,0,0,0.3,16,1,0,0,0,0,0,0,0
338,322_Li_Ion_Cand,322,Cole,Li_Ion_Cand,22,0,0,50,500,0,0,0,0.7,0,2020,0,23691.59375,0,0,0.3,16,1,0,0,0,0,0,0,0
339,323_Li_Ion_Cand,323,Comte,Li_Ion_Cand,22,0,0,50,500,0,0,0,0.7,0,2020,0,23691.59375,0,0,0.3,16,1,0,0,0,0,0,0,0
340,325_Li_Ion_Cand,325,Curtiss,Li_Ion_Cand,22,0,0,50,500,0,0,0,0.7,0,2020,0,23691.59375,0,0,0.3,16,1,0,0,0,0,0,0,0
341,102_Flow_Cand,102,Adams,Flow_Cand,23,0,0,50,500,0,0,0,0.7,0,2028,0,10270,0.3,0,0.3,12,1,0,0,0,0,0,0,0
342,103_Flow_Cand,103,Adler,Flow_Cand,23,0,0,50,500,0,0,0,0.7,0,2028,0,10270,0.3,0,0.3,12,1,0,0,0,0,0,0,0
343,104_Flow_Cand,104,Agricola,Flow_Cand,23,0,0,50,500,0,0,0,0.7,0,2028,0,10270,0.3,0,0.3,12,1,0,0,0,0,0,0,0
344,105_Flow_Cand,105,Aiken,Flow_Cand,23,0,0,50,500,0,0,0,0.7,0,2028,0,10270,0.3,0,0.3,12,1,0,0,0,0,0,0,0
345,106_Flow_Cand,106,Alber,Flow_Cand,23,0,0,50,500,0,0,0,0.7,0,2028,0,10270,0.3,0,0.3,12,1,0,0,0,0,0,0,0
346,107_Flow_Cand,107,Alder,Flow_Cand,23,0,0,50,500,0,0,0,0.7,0,2028,0,10270,0.3,0,0.3,12,1,0,0,0,0,0,0,0
347,108_Flow_Cand,108,Alger,Flow_Cand,23,0,0,50,500,0,0,0,0.7,0,2028,0,10270,0.3,0,0.3,12,1,0,0,0,0,0,0,0
348,109_Flow_Cand,109,Ali,Flow_Cand,23,0,0,50,500,0,0,0,0.7,0,2028,0,10270,0.3,0,0.3,12,1,0,0,0,0,0,0,0
349,110_Flow_Cand,110,Allen,Flow_Cand,23,0,0,50,500,0,0,0,0.7,0,2028,0,10270,0.3,0,0.3,12,1,0,0,0,0,0,0,0
350,111_Flow_Cand,111,Anna,Flow_Cand,23,0,0,50,500,0,0,0,0.7,0,2028,0,10270,0.3,0,0.3,12,1,0,0,0,0,0,0,0
351,112_Flow_Cand,112,Archer,Flow_Cand,23,0,0,50,500,0,0,0,0.7,0,2028,0,10270,0.3,0,0.3,12,1,0,0,0,0,0,0,0
352,113_Flow_Cand,113,Arne,Flow_Cand,23,0,0,50,500,0,0,0,0.7,0,2028,0,10270,0.3,0,0.3,12,1,0,0,0,0,0,0,0
353,114_Flow_Cand,114,Arnold,Flow_Cand,23,0,0,50,500,0,0,0,0.7,0,2028,0,10270,0.3,0,0.3,12,1,0,0,0,0,0,0,0
354,115_Flow_Cand,115,Arthur,Flow_Cand,23,0,0,50,500,0,0,0,0.7,0,2028,0,10270,0.3,0,0.3,12,1,0,0,0,0,0,0,0
355,116_Flow_Cand,116,Asser,Flow_Cand,23,0,0,50,500,0,0,0,0.7,0,2028,0,10270,0.3,0,0.3,12,1,0,0,0,0,0,0,0
356,117_Flow_Cand,117,Aston,Flow_Cand,23,0,0,50,500,0,0,0,0.7,0,2028,0,10270,0.3,0,0.3,12,1,0,0,0,0,0,0,0
357,118_Flow_Cand,118,Astor,Flow_Cand,23,0,0,50,500,0,0,0,0.7,0,2028,0,10270,0.3,0,0.3,12,1,0,0,0,0,0,0,0
358,119_Flow_Cand,119,Attar,Flow_Cand,23,0,0,50,500,0,0,0,0.7,0,2028,0,10270,0.3,0,0.3,12,1,0,0,0,0,0,0,0
359,120_Flow_Cand,120,Attila,Flow_Cand,23,0,0,50,500,0,0,0,0.7,0,2028,0,10270,0.3,0,0.3,12,1,0,0,0,0,0,0,0
360,121_Flow_Cand,121,Attlee,Flow_Cand,23,0,0,50,500,0,0,0,0.7,0,2028,0,10270,0.3,0,0.3,12,1,0,0,0,0,0,0,0
361,122_Flow_Cand,122,Aubrey,Flow_Cand,23,0,0,50,500,0,0,0,0.7,0,2028,0,10270,0.3,0,0.3,12,1,0,0,0,0,0,0,0
362,123_Flow_Cand,123,Austen,Flow_Cand,23,0,0,50,500,0,0,0,0.7,0,2028,0,10270,0.3,0,0.3,12,1,0,0,0,0,0,0,0
363,124_Flow_Cand,124,Avery,Flow_Cand,23,0,0,50,500,0,0,0,0.7,0,2028,0,10270,0.3,0,0.3,12,1,0,0,0,0,0,0,0
364,201_Flow_Cand,201,Bach,Flow_Cand,23,0,0,50,500,0,0,0,0.7,0,2028,0,10270,0.3,0,0.3,12,1,0,0,0,0,0,0,0
365,202_Flow_Cand,202,Bacon,Flow_Cand,23,0,0,50,500,0,0,0,0.7,0,2028,0,10270,0.3,0,0.3,12,1,0,0,0,0,0,0,0
366,203_Flow_Cand,203,Baffin,Flow_Cand,23,0,0,50,500,0,0,0,0.7,0,2028,0,10270,0.3,0,0.3,12,1,0,0,0,0,0,0,0
367,204_Flow_Cand,204,Bailey,Flow_Cand,23,0,0,50,500,0,0,0,0.7,0,2028,0,10270,0.3,0,0.3,12,1,0,0,0,0,0,0,0
368,205_Flow_Cand,205,Bain,Flow_Cand,23,0,0,50,500,0,0,0,0.7,0,2028,0,10270,0.3,0,0.3,12,1,0,0,0,0,0,0,0
369,206_Flow_Cand,206,Bajer,Flow_Cand,23,0,0,50,500,0,0,0,0.7,0,2028,0,10270,0.3,0,0.3,12,1,0,0,0,0,0,0,0
370,207_Flow_Cand,207,Baker,Flow_Cand,23,0,0,50,500,0,0,0,0.7,0,2028,0,10270,0.3,0,0.3,12,1,0,0,0,0,0,0,0
371,208_Flow_Cand,208,Balch,Flow_Cand,23,0,0,50,500,0,0,0,0.7,0,2028,0,10270,0.3,0,0.3,12,1,0,0,0,0,0,0,0
372,209_Flow_Cand,209,Balzac,Flow_Cand,23,0,0,50,500,0,0,0,0.7,0,2028,0,10270,0.3,0,0.3,12,1,0,0,0,0,0,0,0
373,210_Flow_Cand,210,Banks,Flow_Cand,23,0,0,50,500,0,0,0,0.7,0,2028,0,10270,0.3,0,0.3,12,1,0,0,0,0,0,0,0
374,211_Flow_Cand,211,Bardeen,Flow_Cand,23,0,0,50,500,0,0,0,0.7,0,2028,0,10270,0.3,0,0.3,12,1,0,0,0,0,0,0,0
375,212_Flow_Cand,212,Barkla,Flow_Cand,23,0,0,50,500,0,0,0,0.7,0,2028,0,10270,0.3,0,0.3,12,1,0,0,0,0,0,0,0
376,213_Flow_Cand,213,Barlow,Flow_Cand,23,0,0,50,500,0,0,0,0.7,0,2028,0,10270,0.3,0,0.3,12,1,0,0,0,0,0,0,0
377,214_Flow_Cand,214,Barry,Flow_Cand,23,0,0,50,500,0,0,0,0.7,0,2028,0,10270,0.3,0,0.3,12,1,0,0,0,0,0,0,0
378,215_Flow_Cand,215,Barton,Flow_Cand,23,0,0,50,500,0,0,0,0.7,0,2028,0,10270,0.3,0,0.3,12,1,0,0,0,0,0,0,0
379,216_Flow_Cand,216,Basov,Flow_Cand,23,0,0,50,500,0,0,0,0.7,0,2028,0,10270,0.3,0,0.3,12,1,0,0,0,0,0,0,0
380,217_Flow_Cand,217,Bates,Flow_Cand,23,0,0,50,500,0,0,0,0.7,0,2028,0,10270,0.3,0,0.3,12,1,0,0,0,0,0,0,0
381,218_Flow_Cand,218,Bayle,Flow_Cand,23,0,0,50,500,0,0,0,0.7,0,2028,0,10270,0.3,0,0.3,12,1,0,0,0,0,0,0,0
382,219_Flow_Cand,219,Bede,Flow_Cand,23,0,0,50,500,0,0,0,0.7,0,2028,0,10270,0.3,0,0.3,12,1,0,0,0,0,0,0,0
383,220_Flow_Cand,220,Beethoven,Flow_Cand,23,0,0,50,500,0,0,0,0.7,0,2028,0,10270,0.3,0,0.3,12,1,0,0,0,0,0,0,0
384,221_Flow_Cand,221,Behring,Flow_Cand,23,0,0,50,500,0,0,0,0.7,0,2028,0,10270,0.3,0,0.3,12,1,0,0,0,0,0,0,0
385,222_Flow_Cand,222,Bell,Flow_Cand,23,0,0,50,500,0,0,0,0.7,0,2028,0,10270,0.3,0,0.3,12,1,0,0,0,0,0,0,0
386,223_Flow_Cand,223,Bloch,Flow_Cand,23,0,0,50,500,0,0,0,0.7,0,2028,0,10270,0.3,0,0.3,12,1,0,0,0,0,0,0,0
387,224_Flow_Cand,224,Bordet,Flow_Cand,23,0,0,50,500,0,0,0,0.7,0,2028,0,10270,0.3,0,0.3,12,1,0,0,0,0,0,0,0
388,301_Flow_Cand,301,Cabell,Flow_Cand,23,0,0,50,500,0,0,0,0.7,0,2028,0,10270,0.3,0,0.3,12,1,0,0,0,0,0,0,0
389,302_Flow_Cand,302,Cabot,Flow_Cand,23,0,0,50,500,0,0,0,0.7,0,2028,0,10270,0.3,0,0.3,12,1,0,0,0,0,0,0,0
390,303_Flow_Cand,303,Caesar,Flow_Cand,23,0,0,50,500,0,0,0,0.7,0,2028,0,10270,0.3,0,0.3,12,1,0,0,0,0,0,0,0
391,304_Flow_Cand,304,Caine,Flow_Cand,23,0,0,50,500,0,0,0,0.7,0,2028,0,10270,0.3,0,0.3,12,1,0,0,0,0,0,0,0
392,305_Flow_Cand,305,Calvin,Flow_Cand,23,0,0,50,500,0,0,0,0.7,0,2028,0,10270,0.3,0,0.3,12,1,0,0,0,0,0,0,0
393,306_Flow_Cand,306,Camus,Flow_Cand,23,0,0,50,500,0,0,0,0.7,0,2028,0,10270,0.3,0,0.3,12,1,0,0,0,0,0,0,0
394,307_Flow_Cand,307,Carew,Flow_Cand,23,0,0,50,500,0,0,0,0.7,0,2028,0,10270,0.3,0,0.3,12,1,0,0,0,0,0,0,0
395,308_Flow_Cand,308,Carrel,Flow_Cand,23,0,0,50,500,0,0,0,0.7,0,2028,0,10270,0.3,0,0.3,12,1,0,0,0,0,0,0,0
396,309_Flow_Cand,309,Carter,Flow_Cand,23,0,0,50,500,0,0,0,0.7,0,2028,0,10270,0.3,0,0.3,12,1,0,0,0,0,0,0,0
397,310_Flow_Cand,310,Caruso,Flow_Cand,23,0,0,50,500,0,0,0,0.7,0,2028,0,10270,0.3,0,0.3,12,1,0,0,0,0,0,0,0
398,311_Flow_Cand,311,Cary,Flow_Cand,23,0,0,50,500,0,0,0,0.7,0,2028,0,10270,0.3,0,0.3,12,1,0,0,0,0,0,0,0
399,312_Flow_Cand,312,Caxton,Flow_Cand,23,0,0,50,500,0,0,0,0.7,0,2028,0,10270,0.3,0,0.3,12,1,0,0,0,0,0,0,0
400,313_Flow_Cand,313,Cecil,Flow_Cand,23,0,0,50,500,0,0,0,0.7,0,2028,0,10270,0.3,0,0.3,12,1,0,0,0,0,0,0,0
401,314_Flow_Cand,314,Chain,Flow_Cand,23,0,0,50,500,0,0,0,0.7,0,2028,0,10270,0.3,0,0.3,12,1,0,0,0,0,0,0,0
402,315_Flow_Cand,315,Chase,Flow_Cand,23,0,0,50,500,0,0,0,0.7,0,2028,0,10270,0.3,0,0.3,12,1,0,0,0,0,0,0,0
403,316_Flow_Cand,316,Chifa,Flow_Cand,23,0,0,50,500,0,0,0,0.7,0,2028,0,10270,0.3,0,0.3,12,1,0,0,0,0,0,0,0
404,317_Flow_Cand,317,Chuhsi,Flow_Cand,23,0,0,50,500,0,0,0,0.7,0,2028,0,10270,0.3,0,0.3,12,1,0,0,0,0,0,0,0
405,318_Flow_Cand,318,Clark,Flow_Cand,23,0,0,50,500,0,0,0,0.7,0,2028,0,10270,0.3,0,0.3,12,1,0,0,0,0,0,0,0
406,319_Flow_Cand,319,Clay,Flow_Cand,23,0,0,50,500,0,0,0,0.7,0,2028,0,10270,0.3,0,0.3,12,1,0,0,0,0,0,0,0
407,320_Flow_Cand,320,Clive,Flow_Cand,23,0,0,50,500,0,0,0,0.7,0,2028,0,10270,0.3,0,0.3,12,1,0,0,0,0,0,0,0
408,321_Flow_Cand,321,Cobb,Flow_Cand,23,0,0,50,500,0,0,0,0.7,0,2028,0,10270,0.3,0,0.3,12,1,0,0,0,0,0,0,0
409,322_Flow_Cand,322,Cole,Flow_Cand,23,0,0,50,500,0,0,0,0.7,0,2028,0,10270,0.3,0,0.3,12,1,0,0,0,0,0,0,0
410,323_Flow_Cand,323,Comte,Flow_Cand,23,0,0,50,500,0,0,0,0.7,0,2028,0,10270,0.3,0,0.3,12,1,0,0,0,0,0,0,0
411,325_Flow_Cand,325,Curtiss,Flow_Cand,23,0,0,50,500,0,0,0,0.7,0,2028,0,10270,0.3,0,0.3,12,1,0,0,0,0,0,0,0
412,102_Therm_Cand,102,Adams,Therm_Cand,26,0,0,50,500,0,0,0,0.7,0,2032,0,28305,0.3,0,0.3,35,1,0,0,0,0,0,0,0
413,103_Therm_Cand,103,Adler,Therm_Cand,26,0,0,50,500,0,0,0,0.7,0,2032,0,28305,0.3,0,0.3,35,1,0,0,0,0,0,0,0
414,104_Therm_Cand,104,Agricola,Therm_Cand,26,0,0,50,500,0,0,0,0.7,0,2032,0,28305,0.3,0,0.3,35,1,0,0,0,0,0,0,0
415,105_Therm_Cand,105,Aiken,Therm_Cand,26,0,0,50,500,0,0,0,0.7,0,2032,0,28305,0.3,0,0.3,35,1,0,0,0,0,0,0,0
416,106_Therm_Cand,106,Alber,Therm_Cand,26,0,0,50,500,0,0,0,0.7,0,2032,0,28305,0.3,0,0.3,35,1,0,0,0,0,0,0,0
417,107_Therm_Cand,107,Alder,Therm_Cand,26,0,0,50,500,0,0,0,0.7,0,2032,0,28305,0.3,0,0.3,35,1,0,0,0,0,0,0,0
418,108_Therm_Cand,108,Alger,Therm_Cand,26,0,0,50,500,0,0,0,0.7,0,2032,0,28305,0.3,0,0.3,35,1,0,0,0,0,0,0,0
419,109_Therm_Cand,109,Ali,Therm_Cand,26,0,0,50,500,0,0,0,0.7,0,2032,0,28305,0.3,0,0.3,35,1,0,0,0,0,0,0,0
420,110_Therm_Cand,110,Allen,Therm_Cand,26,0,0,50,500,0,0,0,0.7,0,2032,0,28305,0.3,0,0.3,35,1,0,0,0,0,0,0,0
421,111_Therm_Cand,111,Anna,Therm_Cand,26,0,0,50,500,0,0,0,0.7,0,2032,0,28305,0.3,0,0.3,35,1,0,0,0,0,0,0,0
422,113_Therm_Cand,113,Arne,Therm_Cand,26,0,0,50,500,0,0,0,0.7,0,2032,0,28305,0.3,0,0.3,35,1,0,0,0,0,0,0,0
423,112_Therm_Cand,112,Archer,Therm_Cand,26,0,0,50,500,0,0,0,0.7,0,2032,0,28305,0.3,0,0.3,35,1,0,0,0,0,0,0,0
424,114_Therm_Cand,114,Arnold,Therm_Cand,26,0,0,50,500,0,0,0,0.7,0,2032,0,28305,0.3,0,0.3,35,1,0,0,0,0,0,0,0
425,115_Therm_Cand,115,Arthur,Therm_Cand,26,0,0,50,500,0,0,0,0.7,0,2032,0,28305,0.3,0,0.3,35,1,0,0,0,0,0,0,0
426,116_Therm_Cand,116,Asser,Therm_Cand,26,0,0,50,500,0,0,0,0.7,0,2032,0,28305,0.3,0,0.3,35,1,0,0,0,0,0,0,0
427,117_Therm_Cand,117,Aston,Therm_Cand,26,0,0,50,500,0,0,0,0.7,0,2032,0,28305,0.3,0,0.3,35,1,0,0,0,0,0,0,0
428,118_Therm_Cand,118,Astor,Therm_Cand,26,0,0,50,500,0,0,0,0.7,0,2032,0,28305,0.3,0,0.3,35,1,0,0,0,0,0,0,0
429,119_Therm_Cand,119,Attar,Therm_Cand,26,0,0,50,500,0,0,0,0.7,0,2032,0,28305,0.3,0,0.3,35,1,0,0,0,0,0,0,0
430,120_Therm_Cand,120,Attila,Therm_Cand,26,0,0,50,500,0,0,0,0.7,0,2032,0,28305,0.3,0,0.3,35,1,0,0,0,0,0,0,0
431,121_Therm_Cand,121,Attlee,Therm_Cand,26,0,0,50,500,0,0,0,0.7,0,2032,0,28305,0.3,0,0.3,35,1,0,0,0,0,0,0,0
432,122_Therm_Cand,122,Aubrey,Therm_Cand,26,0,0,50,500,0,0,0,0.7,0,2032,0,28305,0.3,0,0.3,35,1,0,0,0,0,0,0,0
433,123_Therm_Cand,123,Austen,Therm_Cand,26,0,0,50,500,0,0,0,0.7,0,2032,0,28305,0.3,0,0.3,35,1,0,0,0,0,0,0,0
434,124_Therm_Cand,124,Avery,Therm_Cand,26,0,0,50,500,0,0,0,0.7,0,2032,0,28305,0.3,0,0.3,35,1,0,0,0,0,0,0,0
435,201_Therm_Cand,201,Bach,Therm_Cand,26,0,0,50,500,0,0,0,0.7,0,2032,0,28305,0.3,0,0.3,35,1,0,0,0,0,0,0,0
436,202_Therm_Cand,202,Bacon,Therm_Cand,26,0,0,50,500,0,0,0,0.7,0,2032,0,28305,0.3,0,0.3,35,1,0,0,0,0,0,0,0
437,203_Therm_Cand,203,Baffin,Therm_Cand,26,0,0,50,500,0,0,0,0.7,0,2032,0,28305,0.3,0,0.3,35,1,0,0,0,0,0,0,0
438,204_Therm_Cand,204,Bailey,Therm_Cand,26,0,0,50,500,0,0,0,0.7,0,2032,0,28305,0.3,0,0.3,35,1,0,0,0,0,0,0,0
439,205_Therm_Cand,205,Bain,Therm_Cand,26,0,0,50,500,0,0,0,0.7,0,2032,0,28305,0.3,0,0.3,35,1,0,0,0,0,0,0,0
440,206_Therm_Cand,206,Bajer,Therm_Cand,26,0,0,50,500,0,0,0,0.7,0,2032,0,28305,0.3,0,0.3,35,1,0,0,0,0,0,0,0
441,207_Therm_Cand,207,Baker,Therm_Cand,26,0,0,50,500,0,0,0,0.7,0,2032,0,28305,0.3,0,0.3,35,1,0,0,0,0,0,0,0
442,208_Therm_Cand,208,Balch,Therm_Cand,26,0,0,50,500,0,0,0,0.7,0,2032,0,28305,0.3,0,0.3,35,1,0,0,0,0,0,0,0
443,209_Therm_Cand,209,Balzac,Therm_Cand,26,0,0,50,500,0,0,0,0.7,0,2032,0,28305,0.3,0,0.3,35,1,0,0,0,0,0,0,0
444,210_Therm_Cand,210,Banks,Therm_Cand,26,0,0,50,500,0,0,0,0.7,0,2032,0,28305,0.3,0,0.3,35,1,0,0,0,0,0,0,0
445,211_Therm_Cand,211,Bardeen,Therm_Cand,26,0,0,50,500,0,0,0,0.7,0,2032,0,28305,0.3,0,0.3,35,1,0,0,0,0,0,0,0
446,212_Therm_Cand,212,Barkla,Therm_Cand,26,0,0,50,500,0,0,0,0.7,0,2032,0,28305,0.3,0,0.3,35,1,0,0,0,0,0,0,0
447,213_Therm_Cand,213,Barlow,Therm_Cand,26,0,0,50,500,0,0,0,0.7,0,2032,0,28305,0.3,0,0.3,35,1,0,0,0,0,0,0,0
448,214_Therm_Cand,214,Barry,Therm_Cand,26,0,0,50,500,0,0,0,0.7,0,2032,0,28305,0.3,0,0.3,35,1,0,0,0,0,0,0,0
449,215_Therm_Cand,215,Barton,Therm_Cand,26,0,0,50,500,0,0,0,0.7,0,2032,0,28305,0.3,0,0.3,35,1,0,0,0,0,0,0,0
450,216_Therm_Cand,216,Basov,Therm_Cand,26,0,0,50,500,0,0,0,0.7,0,2032,0,28305,0.3,0,0.3,35,1,0,0,0,0,0,0,0
451,217_Therm_Cand,217,Bates,Therm_Cand,26,0,0,50,500,0,0,0,0.7,0,2032,0,28305,0.3,0,0.3,35,1,0,0,0,0,0,0,0
452,218_Therm_Cand,218,Bayle,Therm_Cand,26,0,0,50,500,0,0,0,0.7,0,2032,0,28305,0.3,0,0.3,35,1,0,0,0,0,0,0,0
453,219_Therm_Cand,219,Bede,Therm_Cand,26,0,0,50,500,0,0,0,0.7,0,2032,0,28305,0.3,0,0.3,35,1,0,0,0,0,0,0,0
454,220_Therm_Cand,220,Beethoven,Therm_Cand,26,0,0,50,500,0,0,0,0.7,0,2032,0,28305,0.3,0,0.3,35,1,0,0,0,0,0,0,0
455,221_Therm_Cand,221,Behring,Therm_Cand,26,0,0,50,500,0,0,0,0.7,0,2032,0,28305,0.3,0,0.3,35,1,0,0,0,0,0,0,0
456,222_Therm_Cand,222,Bell,Therm_Cand,26,0,0,50,500,0,0,0,0.7,0,2032,0,28305,0.3,0,0.3,35,1,0,0,0,0,0,0,0
457,223_Therm_Cand,223,Bloch,Therm_Cand,26,0,0,50,500,0,0,0,0.7,0,2032,0,28305,0.3,0,0.3,35,1,0,0,0,0,0,0,0
458,224_Therm_Cand,224,Bordet,Therm_Cand,26,0,0,50,500,0,0,0,0.7,0,2032,0,28305,0.3,0,0.3,35,1,0,0,0,0,0,0,0
459,301_Therm_Cand,301,Cabell,Therm_Cand,26,0,0,50,500,0,0,0,0.7,0,2032,0,28305,0.3,0,0.3,35,1,0,0,0,0,0,0,0
460,302_Therm_Cand,302,Cabot,Therm_Cand,26,0,0,50,500,0,0,0,0.7,0,2032,0,28305,0.3,0,0.3,35,1,0,0,0,0,0,0,0
461,303_Therm_Cand,303,Caesar,Therm_Cand,26,0,0,50,500,0,0,0,0.7,0,2032,0,28305,0.3,0,0.3,35,1,0,0,0,0,0,0,0
462,304_Therm_Cand,304,Caine,Therm_Cand,26,0,0,50,500,0,0,0,0.7,0,2032,0,28305,0.3,0,0.3,35,1,0,0,0,0,0,0,0
463,305_Therm_Cand,305,Calvin,Therm_Cand,26,0,0,50,500,0,0,0,0.7,0,2032,0,28305,0.3,0,0.3,35,1,0,0,0,0,0,0,0
464,306_Therm_Cand,306,Camus,Therm_Cand,26,0,0,50,500,0,0,0,0.7,0,2032,0,28305,0.3,0,0.3,35,1,0,0,0,0,0,0,0
465,307_Therm_Cand,307,Carew,Therm_Cand,26,0,0,50,500,0,0,0,0.7,0,2032,0,28305,0.3,0,0.3,35,1,0,0,0,0,0,0,0
466,308_Therm_Cand,308,Carrel,Therm_Cand,26,0,0,50,500,0,0,0,0.7,0,2032,0,28305,0.3,0,0.3,35,1,0,0,0,0,0,0,0
467,309_Therm_Cand,309,Carter,Therm_Cand,26,0,0,50,500,0,0,0,0.7,0,2032,0,28305,0.3,0,0.3,35,1,0,0,0,0,0,0,0
468,310_Therm_Cand,310,Caruso,Therm_Cand,26,0,0,50,500,0,0,0,0.7,0,2032,0,28305,0.3,0,0.3,35,1,0,0,0,0,0,0,0
469,311_Therm_Cand,311,Cary,Therm_Cand,26,0,0,50,500,0,0,0,0.7,0,2032,0,28305,0.3,0,0.3,35,1,0,0,0,0,0,0,0
470,312_Therm_Cand,312,Caxton,Therm_Cand,26,0,0,50,500,0,0,0,0.7,0,2032,0,28305,0.3,0,0.3,35,1,0,0,0,0,0,0,0
471,313_Therm_Cand,313,Cecil,Therm_Cand,26,0,0,50,500,0,0,0,0.7,0,2032,0,28305,0.3,0,0.3,35,1,0,0,0,0,0,0,0
472,314_Therm_Cand,314,Chain,Therm_Cand,26,0,0,50,500,0,0,0,0.7,0,2032,0,28305,0.3,0,0.3,35,1,0,0,0,0,0,0,0
473,315_Therm_Cand,315,Chase,Therm_Cand,26,0,0,50,500,0,0,0,0.7,0,2032,0,28305,0.3,0,0.3,35,1,0,0,0,0,0,0,0
474,316_Therm_Cand,316,Chifa,Therm_Cand,26,0,0,50,500,0,0,0,0.7,0,2032,0,28305,0.3,0,0.3,35,1,0,0,0,0,0,0,0
475,317_Therm_Cand,317,Chuhsi,Therm_Cand,26,0,0,50,500,0,0,0,0.7,0,2032,0,28305,0.3,0,0.3,35,1,0,0,0,0,0,0,0
476,318_Therm_Cand,318,Clark,Therm_Cand,26,0,0,50,500,0,0,0,0.7,0,2032,0,28305,0.3,0,0.3,35,1,0,0,0,0,0,0,0
477,319_Therm_Cand,319,Clay,Therm_Cand,26,0,0,50,500,0,0,0,0.7,0,2032,0,28305,0.3,0,0.3,35,1,0,0,0,0,0,0,0
478,320_Therm_Cand,320,Clive,Therm_Cand,26,0,0,50,500,0,0,0,0.7,0,2032,0,28305,0.3,0,0.3,35,1,0,0,0,0,0,0,0
